Time,cluster_throughput
0.0,0.0
0.08333333333333333,1566.72
0.16666666666666666,4700.16
0.25,4843.52
0.3333333333333333,4843.52
0.4166666666666667,4874.24
0.5,4761.6
0.5833333333333334,4853.76
0.6666666666666666,5027.84
0.75,4976.64
0.8333333333333334,5007.36
0.9166666666666666,4915.2
1.0,4935.68
1.0833333333333333,4904.96
1.1666666666666667,4833.28
1.25,4894.72
1.3333333333333333,4802.56
1.4166666666666667,4659.2
1.5,4577.28
1.5833333333333333,4546.56
1.6666666666666667,4495.36
1.75,4444.16
1.8333333333333333,4454.4
1.9166666666666667,4515.84
2.0,4392.96
2.0833333333333335,4321.28
2.1666666666666665,4403.2
2.25,4259.84
2.3333333333333335,4362.24
2.4166666666666665,4413.44
2.5,4505.6
2.5833333333333335,4556.8
2.6666666666666665,4546.56
2.75,4577.28
2.8333333333333335,4587.52
2.9166666666666665,4515.84
3.0,4597.76
3.0833333333333335,4556.8
3.1666666666666665,4495.36
3.25,4495.36
3.3333333333333335,4433.92
3.4166666666666665,4372.48
3.5,4382.72
3.5833333333333335,4392.96
3.6666666666666665,4413.44
3.75,4403.2
3.8333333333333335,4413.44
3.9166666666666665,4505.6
4.0,4454.4
4.083333333333333,4423.68
4.166666666666667,4300.8
4.25,4208.64
4.333333333333333,4311.04
4.416666666666667,4229.12
4.5,4116.48
4.583333333333333,4126.72
4.666666666666667,4239.36
4.75,4270.08
4.833333333333333,4249.6
4.916666666666667,4290.56
5.0,4454.4
5.083333333333333,4433.92
5.166666666666667,4433.92
5.25,4464.64
5.333333333333333,4474.88
5.416666666666667,4485.12
5.5,4536.32
5.583333333333333,4485.12
5.666666666666667,4423.68
5.75,4382.72
5.833333333333333,4321.28
5.916666666666667,4331.52
6.0,4300.8
6.083333333333333,4300.8
6.166666666666667,4372.48
6.25,4300.8
6.333333333333333,4270.08
6.416666666666667,4249.6
6.5,4331.52
6.583333333333333,4341.76
6.666666666666667,4464.64
6.75,4433.92
6.833333333333333,4464.64
6.916666666666667,4454.4
7.0,4403.2
7.083333333333333,4464.64
7.166666666666667,4433.92
7.25,4392.96
7.333333333333333,4433.92
7.416666666666667,4485.12
7.5,4423.68
7.583333333333333,4382.72
7.666666666666667,4372.48
7.75,4372.48
7.833333333333333,4270.08
7.916666666666667,4259.84
8.0,4239.36
8.083333333333334,4188.16
8.166666666666666,4188.16
8.25,4157.44
8.333333333333334,4229.12
8.416666666666666,4167.68
8.5,4198.4
8.583333333333334,4249.6
8.666666666666666,4188.16
8.75,4270.08
8.833333333333334,4311.04
8.916666666666666,4290.56
9.0,4290.56
9.083333333333334,4300.8
9.166666666666666,4321.28
9.25,4382.72
9.333333333333334,4403.2
9.416666666666666,4300.8
9.5,4229.12
9.583333333333334,4341.76
9.666666666666666,4341.76
9.75,4341.76
9.833333333333334,4290.56
9.916666666666666,4362.24
10.0,4392.96
10.083333333333334,4382.72
10.166666666666666,4382.72
10.25,4392.96
10.333333333333334,4362.24
10.416666666666666,4280.32
10.5,4311.04
10.583333333333334,4290.56
10.666666666666666,4372.48
10.75,4331.52
10.833333333333334,4188.16
10.916666666666666,4157.44
11.0,4280.32
